Code,Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date
506222,2021-05-04,1219.8,1222.0,1161.7,1167.55,1192.16890445612,10278,1184,12253112.0,4834,47.03,60.299999999999955,-52.25,1620086400.0
506235,2021-05-04,126.9,143.3,126.6,129.75,135.03482148725888,1430094,15663,193112488.0,429404,30.03,16.700000000000017,2.8499999999999943,1620086400.0
506248,2021-05-04,103.0,104.35,98.0,99.25,100.70149162737766,49208,707,4955319.0,30052,61.07,6.349999999999994,-3.75,1620086400.0
506260,2021-05-04,144.95,149.0,140.0,140.35,144.18193567952403,138494,1551,19968333.0,109744,79.24,9.0,-4.599999999999994,1620086400.0
506261,2021-05-04,64.9,66.4,56.65,60.95,62.921492291976534,300531,2860,18909859.0,155403,51.71,9.750000000000007,-3.950000000000003,1620086400.0
506285,2021-05-04,5349.8,5425.0,5288.0,5384.2,5375.117194183063,1169,634,6283512.0,779,66.64,137.0,34.399999999999636,1620086400.0
506365,2021-05-04,29.4,30.85,27.95,29.2,28.962715441435105,2843,41,82341.0,2843,100.0,2.900000000000002,-0.1999999999999993,1620086400.0
506390,2021-05-04,441.1,442.5,428.5,430.4,436.40627559700084,15871,845,6926204.0,7056,44.46,14.0,-10.700000000000045,1620086400.0
506395,2021-05-04,735.0,735.35,720.75,724.7,726.1383950415919,24524,1690,17807818.0,8806,35.91,14.600000000000023,-10.299999999999955,1620086400.0
506401,2021-05-04,1932.0,1944.4,1841.0,1863.05,1896.7974848834199,85006,6911,161239167.0,23460,27.6,103.40000000000009,-68.95000000000005,1620086400.0
506405,2021-05-04,329.75,329.75,315.7,317.35,325.43451842275374,15470,449,5034472.0,11574,74.82,14.050000000000011,-12.399999999999977,1620086400.0
506414,2021-05-04,326.95,327.0,312.3,314.15,317.8926773697875,37746,784,11999177.0,28053,74.32,14.699999999999989,-12.800000000000011,1620086400.0
506480,2021-05-04,209.05,209.05,200.05,200.7,204.24592145015106,1655,94,338027.0,1622,98.01,9.0,-8.350000000000023,1620086400.0
506520,2021-05-04,4.05,4.24,4.01,4.22,4.160443780669938,9374,62,39000.0,7769,82.88,0.23000000000000043,0.16999999999999993,1620086400.0
506522,2021-05-04,2037.65,2037.65,2025.0,2025.0,2033.3333333333333,3,2,6100.0,3,100.0,12.650000000000091,-12.650000000000091,1620086400.0
506525,2021-05-04,128.95,129.0,124.0,124.25,125.56008146639512,6383,121,801450.0,5348,83.78,5.0,-4.699999999999989,1620086400.0
506528,2021-05-04,564.0,564.0,530.6,536.0,549.0632911392405,237,21,130128.0,194,81.86,33.39999999999998,-28.0,1620086400.0
506532,2021-05-04,186.0,192.0,183.05,184.25,188.64102480524136,30679,272,5787318.0,27072,88.24,8.949999999999989,-1.75,1620086400.0
506543,2021-05-04,3.85,3.85,3.7,3.7,3.77845220030349,659,11,2490.0,659,100.0,0.1499999999999999,-0.1499999999999999,1620086400.0
506579,2021-05-04,933.9,933.9,903.1,908.25,922.3803997421019,1551,419,1430612.0,871,56.16,30.799999999999955,-25.649999999999977,1620086400.0
506590,2021-05-04,206.0,211.05,203.5,204.1,207.4912551351164,57691,1258,11970378.0,25455,44.12,7.550000000000011,-1.9000000000000057,1620086400.0
506597,2021-05-04,359.05,382.0,359.05,364.1,367.5675057208238,5244,189,1927524.0,3080,58.73,22.94999999999999,5.050000000000011,1620086400.0
506605,2021-05-04,488.5,495.0,466.05,490.0,485.468085106383,47,8,22817.0,47,100.0,28.94999999999999,1.5,1620086400.0
506618,2021-05-04,945.0,1035.0,934.0,1027.25,998.0007306736811,6843,722,6829319.0,4686,68.48,101.0,82.25,1620086400.0
506642,2021-05-04,37.35,37.35,33.85,34.65,35.464892942083274,909461,1804,32253937.0,468226,51.48,3.5,-2.700000000000003,1620086400.0
506655,2021-05-04,673.0,675.45,637.1,643.55,655.6706312666257,39096,1932,25634099.0,18455,47.2,38.35000000000002,-29.450000000000045,1620086400.0
506685,2021-05-04,399.1,407.5,380.0,380.9,390.89611657420414,41999,1238,16417246.0,32056,76.33,27.5,-18.200000000000045,1620086400.0
506687,2021-05-04,1350.0,1352.0,1330.0,1336.55,1337.9135041892557,4058,228,5429253.0,3341,82.33,22.0,-13.450000000000045,1620086400.0
506690,2021-05-04,336.8,336.85,325.15,330.15,332.5997536945813,3248,399,1080284.0,1699,52.31,11.700000000000045,-6.650000000000034,1620086400.0
506734,2021-05-04,76.0,77.0,73.0,73.3,73.97786333012512,1039,27,76863.0,661,63.62,4.0,-2.700000000000003,1620086400.0
506767,2021-05-04,8575.0,8630.9,7965.05,8007.85,8174.695143618596,6754,2181,55211891.0,3657,54.15,665.8499999999995,-567.1499999999996,1620086400.0
506808,2021-05-04,14.11,14.11,13.15,13.57,13.719219258984612,37759,94,518024.0,21111,55.91,0.9599999999999991,-0.5399999999999991,1620086400.0
506820,2021-05-04,3958.0,3958.0,3801.3,3810.85,3839.982351344013,3683,758,14142655.0,2384,64.73,156.69999999999982,-147.1500000000001,1620086400.0
506852,2021-05-04,87.25,92.65,87.0,92.65,91.69691068425246,56485,256,5179500.0,56089,99.3,5.650000000000006,5.400000000000006,1620086400.0
506854,2021-05-04,280.0,284.0,273.05,273.5,280.01235136171846,26070,534,7299922.0,21749,83.43,10.949999999999989,-6.5,1620086400.0
506858,2021-05-04,37.0,37.0,37.0,37.0,37.0,117,3,4329.0,117,100.0,0.0,0.0,1620086400.0
506863,2021-05-04,0.96,0.96,0.95,0.95,0.954248366013072,459,3,438.0,459,100.0,0.010000000000000009,-0.010000000000000009,1620086400.0
506879,2021-05-04,250.0,252.0,241.0,242.2,244.40564588979223,22140,399,5411141.0,17594,79.47,11.0,-7.800000000000011,1620086400.0
506910,2021-05-04,63.0,63.9,61.2,62.0,62.85330118694362,5392,36,338905.0,4685,86.89,2.6999999999999957,-1.0,1620086400.0
506919,2021-05-04,253.0,253.1,246.0,248.1,249.57236518603509,6101,107,1522641.0,4584,75.14,7.099999999999994,-4.900000000000006,1620086400.0
506943,2021-05-04,1448.0,1448.0,1400.05,1405.2,1422.9943077488065,10892,1625,15499254.0,5765,52.93,47.950000000000045,-42.799999999999955,1620086400.0
506975,2021-05-04,4.0,4.0,4.0,4.0,4.0,100,1,400.0,100,100.0,0.0,0.0,1620086400.0
506981,2021-05-04,99.45,114.9,93.6,96.2,98.39387464387464,1404,30,138145.0,1238,88.18,21.30000000000001,-3.25,1620086400.0
507155,2021-05-04,35.3,37.45,35.3,37.45,36.90376344086022,1860,28,68641.0,1860,100.0,2.1500000000000057,2.1500000000000057,1620086400.0
507180,2021-05-04,77.6,77.6,68.25,73.0,73.05556279142462,38389,292,2804530.0,33145,86.34,9.349999999999994,-4.599999999999994,1620086400.0
507205,2021-05-04,44.0,44.95,41.75,43.05,43.84236531408354,308644,1660,13531683.0,147934,47.93,3.200000000000003,-0.9500000000000028,1620086400.0
507300,2021-05-04,1986.0,1986.7,1910.0,1910.0,1977.6444444444444,90,16,177988.0,90,100.0,76.70000000000005,-76.0,1620086400.0
507315,2021-05-04,15.6,15.6,12.76,14.07,14.579595665747787,728061,2346,10614835.0,400709,55.04,2.84,-1.5299999999999994,1620086400.0
507410,2021-05-04,64.4,64.9,62.2,62.65,63.930209663686675,37584,652,2402753.0,14501,38.58,2.700000000000003,-1.750000000000007,1620086400.0
507435,2021-05-04,61.4,61.4,61.4,61.4,61.4,300,1,18420.0,300,100.0,0.0,0.0,1620086400.0
507438,2021-05-04,445.0,445.0,410.0,417.6,427.523286858499,3371,391,1441181.0,2173,64.46,35.0,-27.399999999999977,1620086400.0
507442,2021-05-04,7.57,7.57,7.5,7.53,7.563314335292974,66849,152,505600.0,56553,84.6,0.07000000000000028,-0.040000000000000036,1620086400.0
507450,2021-05-04,8.65,8.65,7.83,8.31,8.32661704312115,7792,38,64881.0,7792,100.0,0.8200000000000003,-0.33999999999999986,1620086400.0
507474,2021-05-04,47.0,50.05,47.0,48.7,49.26353790613718,3878,85,191044.0,2422,62.45,3.049999999999997,1.7000000000000028,1620086400.0
507486,2021-05-04,32.15,32.15,32.15,32.15,32.14953779227841,1839,2,59123.0,1839,100.0,0.0,0.0,1620086400.0
507488,2021-05-04,405.6,409.6,402.05,407.15,406.8212248003043,5258,570,2139066.0,4005,76.17,7.550000000000011,1.5499999999999545,1620086400.0
507490,2021-05-04,16.5,17.0,14.0,14.0,15.138390904495731,1762717,3005,26684699.0,1019073,57.81,3.0,-2.5,1620086400.0
507498,2021-05-04,8.05,8.15,6.87,7.12,7.452850220297724,131867,342,982785.0,88180,66.87,1.2800000000000002,-0.9300000000000006,1620086400.0
507508,2021-05-04,5.32,5.32,4.95,5.14,5.061535635562087,10888,24,55110.0,10888,100.0,0.3700000000000001,-0.1800000000000006,1620086400.0
507514,2021-05-04,31.0,32.5,30.65,30.8,31.684537331515976,6603,237,209213.0,3481,52.72,1.8500000000000014,-0.1999999999999993,1620086400.0
507515,2021-05-04,19.95,19.95,18.15,19.25,19.817335243553007,5584,35,110660.0,5584,100.0,1.8000000000000007,-0.6999999999999993,1620086400.0
507522,2021-05-04,2.8,2.8,2.66,2.68,2.7798238590872697,2498,9,6944.0,2498,100.0,0.13999999999999968,-0.11999999999999966,1620086400.0
507525,2021-05-04,699.9,700.0,699.9,700.0,699.9906542056075,107,3,74899.0,107,100.0,0.10000000000002274,0.10000000000002274,1620086400.0
507526,2021-05-04,419.05,423.0,413.2,417.2,419.0703535425245,14086,608,5903025.0,9196,65.28,9.800000000000011,-1.8500000000000227,1620086400.0
507552,2021-05-04,53.6,54.0,51.0,51.1,51.34917888045206,28315,243,1453952.0,19919,70.35,3.0,-2.5,1620086400.0
507580,2021-05-04,115.85,118.65,113.25,118.4,116.41558441558442,847,29,98604.0,687,81.11,5.400000000000006,2.5500000000000114,1620086400.0
507598,2021-05-04,50.8,54.9,49.35,49.7,51.54781704781705,2886,67,148767.0,2602,90.16,5.549999999999997,-1.0999999999999943,1620086400.0
507621,2021-05-04,322.0,324.0,310.0,312.0,315.87888198757764,644,55,203426.0,425,65.99,14.0,-10.0,1620086400.0
507645,2021-05-04,9500.0,9699.95,9400.0,9411.0,9472.508771929824,57,22,539933.0,54,94.74,299.9500000000007,-89.0,1620086400.0
507685,2021-05-04,487.0,487.5,477.8,481.85,482.2432592914195,469869,10880,226591158.0,101959,21.7,9.699999999999989,-5.149999999999977,1620086400.0
507690,2021-05-04,77.8,77.8,63.1,68.0,70.33653154233629,4169,59,293233.0,3775,90.55,14.699999999999996,-9.799999999999997,1620086400.0
507717,2021-05-04,815.0,835.0,776.8,791.45,806.277309025162,26548,2304,21405050.0,15961,60.12,58.200000000000045,-23.549999999999955,1620086400.0
507747,2021-05-04,608.65,618.2,561.65,578.9,581.0747931253978,3142,410,1825737.0,2153,68.52,56.55000000000007,-29.75,1620086400.0
507753,2021-05-04,36.0,37.35,34.55,34.9,36.39273729691543,549217,1696,19987510.0,376884,68.62,2.8000000000000043,-1.1000000000000014,1620086400.0
507759,2021-05-04,21.95,21.95,18.9,20.0,20.503064003631412,35248,43,722692.0,34028,96.54,3.0500000000000007,-1.9499999999999993,1620086400.0
507779,2021-05-04,160.0,160.0,148.05,150.15,153.05812757201647,3888,394,595090.0,2944,75.72,11.949999999999989,-9.849999999999994,1620086400.0
507785,2021-05-04,65.1,69.4,65.1,67.45,68.18460710441335,3716,149,253374.0,1882,50.65,4.300000000000011,2.3500000000000085,1620086400.0
507789,2021-05-04,98.0,100.95,95.15,96.0,98.51475189765964,101309,1279,9980431.0,37653,37.17,5.799999999999997,-2.0,1620086400.0
507794,2021-05-04,23.1,25.0,23.0,23.55,24.14993865609664,42384,454,1023571.0,24712,58.3,2.0,0.4499999999999993,1620086400.0
507815,2021-05-04,5557.9,5557.9,5470.45,5489.05,5485.336065573771,122,81,669211.0,74,60.66,87.44999999999982,-68.84999999999945,1620086400.0
507817,2021-05-04,55.1,60.35,55.1,60.3,56.234375,64,3,3599.0,57,89.06,5.25,5.199999999999996,1620086400.0
507828,2021-05-04,5.1,5.49,5.09,5.15,5.1472049689440995,1610,7,8287.0,1605,99.69,0.40000000000000036,0.05000000000000071,1620086400.0
507836,2021-05-04,355.15,370.0,355.0,355.7,359.5513784461153,399,20,143461.0,342,85.71,15.0,0.5500000000000114,1620086400.0
507852,2021-05-04,4.59,4.59,4.59,4.59,4.5843373493975905,166,6,761.0,166,100.0,0.0,0.0,1620086400.0
507864,2021-05-04,29.5,29.5,28.5,28.5,28.949404761904763,336,5,9727.0,336,100.0,1.0,-1.0,1620086400.0
507878,2021-05-04,1.5,1.55,1.46,1.53,1.5220791326505274,1570578,474,2390544.0,1570578,100.0,0.09000000000000008,0.030000000000000027,1620086400.0
507880,2021-05-04,343.9,345.0,332.15,332.95,337.42449974777196,11894,575,4013327.0,3482,29.28,12.850000000000023,-10.949999999999989,1620086400.0
507894,2021-05-04,10.19,10.19,10.19,10.19,10.189683860232945,601,3,6124.0,601,100.0,0.0,0.0,1620086400.0
507910,2021-05-04,37.0,40.3,35.1,39.85,38.29349768049518,843499,2273,32300527.0,655600,77.72,5.199999999999996,2.8500000000000014,1620086400.0
507912,2021-05-04,74.0,77.9,73.2,74.0,74.9925300422215,3079,30,230902.0,2558,83.08,4.700000000000003,0.0,1620086400.0
507944,2021-05-04,596.8,618.0,580.25,595.85,599.8297107397315,60914,1744,36538027.0,39028,64.07,37.75,-0.9499999999999318,1620086400.0
507946,2021-05-04,22.65,22.65,22.65,22.65,22.625,32,2,724.0,32,100.0,0.0,0.0,1620086400.0
507948,2021-05-04,15.36,15.36,13.95,13.95,14.232,1250,4,17790.0,1250,100.0,1.4100000000000001,-1.4100000000000001,1620086400.0
507960,2021-05-04,101.0,102.85,100.0,102.6,100.12883845126836,1498,23,149993.0,1446,96.53,2.8499999999999943,1.5999999999999943,1620086400.0
507970,2021-05-04,17.1,17.1,16.25,16.25,16.251655629139073,151,4,2454.0,151,100.0,0.8500000000000014,-0.8500000000000014,1620086400.0
507981,2021-05-04,22.4,22.9,22.4,22.8,22.75050709939148,493,39,11216.0,479,97.16,0.5,0.40000000000000213,1620086400.0
507998,2021-05-04,30.3,31.45,27.7,28.7,28.958290797724953,13714,87,397134.0,11097,80.92,3.75,-1.6000000000000014,1620086400.0
508136,2021-05-04,156.0,184.0,156.0,175.25,170.76295607715548,12909,186,2204379.0,9579,74.2,28.0,19.25,1620086400.0
508486,2021-05-04,5529.7,5529.7,5425.0,5469.95,5481.983402489626,964,159,5284632.0,704,73.03,104.69999999999982,-59.75,1620086400.0
508494,2021-05-04,54.8,56.65,51.2,51.7,54.31185807656396,4284,89,232672.0,3171,74.02,5.449999999999996,-3.0999999999999943,1620086400.0
508664,2021-05-04,19.3,20.25,19.3,19.4,19.380281690140844,71,2,1376.0,71,100.0,0.9499999999999993,0.09999999999999787,1620086400.0
508807,2021-05-04,378.9,392.9,371.1,374.25,379.27307990690457,1289,56,488883.0,637,49.42,21.799999999999955,-4.649999999999977,1620086400.0
508814,2021-05-04,685.0,705.95,682.0,690.3,695.7144149329824,12161,779,8460583.0,6327,52.03,23.950000000000045,5.2999999999999545,1620086400.0
508869,2021-05-04,3209.95,3241.3,3168.0,3182.45,3188.6504524886877,24752,1308,78925476.0,12227,49.4,73.30000000000018,-27.5,1620086400.0
508875,2021-05-04,60.0,60.0,60.0,60.0,60.0,1,1,60.0,1,100.0,0.0,0.0,1620086400.0
508905,2021-05-04,33.0,33.05,33.0,33.05,33.035714285714285,56,3,1850.0,56,100.0,0.04999999999999716,0.04999999999999716,1620086400.0
508906,2021-05-04,332.2,357.5,331.05,346.0,345.694527607362,40750,1880,14087052.0,16442,40.35,26.44999999999999,13.800000000000011,1620086400.0
508918,2021-05-04,25.5,25.85,25.25,25.85,25.756302521008404,714,9,18390.0,714,100.0,0.6000000000000014,0.3500000000000014,1620086400.0
508922,2021-05-04,9.9,10.29,9.9,9.97,10.06247866165927,2929,24,29473.0,2929,100.0,0.3899999999999988,0.07000000000000028,1620086400.0
508933,2021-05-04,48.5,51.9,47.5,51.9,51.489268711464916,12813,224,659732.0,8335,65.05,4.399999999999999,3.3999999999999986,1620086400.0
508941,2021-05-04,477.65,477.65,455.0,458.0,460.7787072243346,1315,68,605924.0,1130,85.93,22.649999999999977,-19.649999999999977,1620086400.0
508954,2021-05-04,44.8,44.8,42.5,43.5,42.94548872180451,532,14,22847.0,361,67.86,2.299999999999997,-1.2999999999999972,1620086400.0
508956,2021-05-04,1.9,1.9,1.9,1.9,1.8983739837398375,246,4,467.0,246,100.0,0.0,0.0,1620086400.0
508969,2021-05-04,1.55,1.55,1.36,1.44,1.3908792978947953,18003,32,25040.0,14744,81.9,0.18999999999999995,-0.1100000000000001,1620086400.0
508989,2021-05-04,73.3,74.95,73.3,74.75,74.66200678302589,12089,329,902589.0,10234,84.66,1.6500000000000057,1.4500000000000028,1620086400.0
508996,2021-05-04,0.95,0.97,0.95,0.97,0.9558823529411765,68,3,65.0,68,100.0,0.020000000000000018,0.020000000000000018,1620086400.0
509009,2021-05-04,63.25,63.45,58.55,59.5,60.748598130841124,2140,76,130002.0,1301,60.79,4.900000000000006,-3.75,1620086400.0
509020,2021-05-04,5.7,5.8,5.61,5.65,5.700386118905437,41697,169,237689.0,41697,100.0,0.1899999999999995,-0.04999999999999982,1620086400.0
509040,2021-05-04,15.95,16.7,15.95,16.7,16.044265593561367,497,6,7974.0,450,90.54,0.75,0.75,1620086400.0
509048,2021-05-04,5.86,5.87,5.31,5.63,5.722475669099757,6576,20,37631.0,5276,80.23,0.5600000000000005,-0.23000000000000043,1620086400.0
509051,2021-05-04,0.42,0.42,0.4,0.42,0.4132292027100376,1494149,951,617426.0,1494149,100.0,0.019999999999999962,0.0,1620086400.0
509053,2021-05-04,5.22,5.32,5.12,5.32,5.262454434993924,2469,24,12993.0,2459,99.59,0.20000000000000018,0.10000000000000053,1620086400.0
509055,2021-05-04,601.0,611.3,581.85,583.75,599.1738334858188,9837,853,5894073.0,5947,60.46,29.449999999999932,-17.25,1620086400.0
509069,2021-05-04,3.99,3.99,3.64,3.89,3.814129021959729,43853,45,167261.0,24013,54.76,0.3500000000000001,-0.10000000000000009,1620086400.0
509073,2021-05-04,18.2,18.2,16.6,17.1,17.330651169721353,6711,83,116306.0,6711,100.0,1.5999999999999979,-1.0999999999999979,1620086400.0
509077,2021-05-04,24.55,24.65,23.65,23.65,24.110910031023785,3868,212,93261.0,3440,88.93,1.0,-0.9000000000000021,1620086400.0
509079,2021-05-04,143.85,143.85,133.35,134.8,138.73785552143144,74890,1365,10390078.0,44268,59.11,10.5,-9.049999999999983,1620086400.0
509084,2021-05-04,26.0,26.0,26.0,26.0,26.0,32,2,832.0,32,100.0,0.0,0.0,1620086400.0
509152,2021-05-04,834.9,891.0,805.0,868.0,867.9363057324841,785,116,681330.0,609,77.58,86.0,33.10000000000002,1620086400.0
509162,2021-05-04,92.0,106.9,90.0,103.95,101.7084438295092,130095,1465,13231760.0,51553,39.63,16.900000000000006,11.950000000000003,1620086400.0
509196,2021-05-04,62.25,63.0,62.25,63.0,62.806451612903224,403,2,25311.0,403,100.0,0.75,0.75,1620086400.0
509220,2021-05-04,38.3,39.65,37.6,37.9,38.74700418926379,61586,670,2386273.0,29777,48.35,2.049999999999997,-0.3999999999999986,1620086400.0
509243,2021-05-04,1885.0,1885.0,1810.0,1817.0,1834.1611374407582,422,130,774016.0,282,66.82,75.0,-68.0,1620086400.0
509423,2021-05-04,18.9,18.9,17.1,18.1,17.59198113207547,848,17,14918.0,734,86.56,1.7999999999999972,-0.7999999999999972,1620086400.0
509438,2021-05-04,1215.0,1249.95,1193.4,1239.95,1200.144578313253,249,35,298836.0,249,100.0,56.549999999999955,24.950000000000045,1620086400.0
509449,2021-05-04,25.6,25.6,25.6,25.6,25.53846153846154,13,3,332.0,13,100.0,0.0,0.0,1620086400.0
509470,2021-05-04,18869.15,18869.15,18869.15,18869.15,18869.0,5,5,94345.0,5,100.0,0.0,0.0,1620086400.0
509472,2021-05-04,285.0,285.0,250.0,250.2,270.19966159052456,591,46,159688.0,263,44.5,35.0,-34.80000000000001,1620086400.0
509480,2021-05-04,712.05,719.05,703.9,706.45,711.8298167832914,18721,964,13326166.0,5012,26.77,15.149999999999977,-5.599999999999909,1620086400.0
509486,2021-05-04,95.95,98.0,93.3,95.05,96.39465752000831,9621,101,927413.0,8893,92.43,4.700000000000003,-0.9000000000000057,1620086400.0
509488,2021-05-04,749.0,769.95,727.4,736.5,752.6155779841882,397805,6356,299394240.0,216299,54.37,42.55000000000007,-12.5,1620086400.0
509496,2021-05-04,71.4,73.75,71.4,72.4,72.8654059341376,46005,679,3352173.0,22421,48.74,2.3499999999999943,1.0,1620086400.0
509525,2021-05-04,630.05,648.4,630.0,630.05,636.1923076923077,494,43,314279.0,396,80.16,18.399999999999977,0.0,1620086400.0
509546,2021-05-04,13.18,13.18,12.71,12.71,13.171772428884026,914,2,12039.0,914,100.0,0.46999999999999886,-0.46999999999999886,1620086400.0
509557,2021-05-04,2665.1,2790.65,2649.0,2661.15,2683.711094564408,2686,651,7208448.0,1382,51.45,141.6500000000001,-3.949999999999818,1620086400.0
509563,2021-05-04,4.31,4.31,4.31,4.31,4.31,100,1,431.0,100,100.0,0.0,0.0,1620086400.0
509567,2021-05-04,319.7,326.9,315.0,315.35,318.60064803564194,2469,194,786625.0,1419,57.47,11.899999999999977,-4.349999999999966,1620086400.0
509597,2021-05-04,183.05,190.0,178.15,190.0,184.0625,16,4,2945.0,8,50.0,11.849999999999994,6.949999999999989,1620086400.0
509631,2021-05-04,2320.0,2373.15,2213.35,2233.35,2308.898733957382,57581,4326,132948698.0,19349,33.6,159.80000000000018,-86.65000000000009,1620086400.0
509635,2021-05-04,308.1,321.0,283.1,286.4,298.91643494804623,6833,463,2042496.0,5281,77.29,37.89999999999998,-21.700000000000045,1620086400.0
509675,2021-05-04,3600.0,3645.55,3399.0,3423.8,3512.2748898678415,2270,582,7972864.0,1407,61.98,246.55000000000018,-176.19999999999982,1620086400.0
509692,2021-05-04,132.0,134.0,129.0,130.5,130.7792207792208,308,15,40280.0,304,98.7,5.0,-1.5,1620086400.0
509709,2021-05-04,45.0,45.5,44.25,44.3,44.89186564144071,61775,54,2773195.0,57075,92.39,1.25,-0.7000000000000028,1620086400.0
509715,2021-05-04,89.0,95.4,87.5,89.25,92.02075345107559,308527,3502,28390887.0,120535,39.07,7.900000000000006,0.25,1620086400.0
509820,2021-05-04,277.95,297.2,276.8,282.55,284.36371130243634,21836,636,6209366.0,13137,60.16,20.399999999999977,4.600000000000023,1620086400.0
509874,2021-05-04,90.95,92.2,87.8,88.35,90.17139894720052,12538,403,1130569.0,7389,58.93,4.400000000000006,-2.6000000000000085,1620086400.0
509895,2021-05-04,240.05,269.95,236.0,259.9,254.05862068965519,290,20,73677.0,169,58.28,33.94999999999999,19.849999999999966,1620086400.0
509930,2021-05-04,2165.0,2213.65,2110.25,2130.75,2179.0494078537295,24065,3468,52438824.0,11131,46.25,103.40000000000009,-34.25,1620086400.0
509945,2021-05-04,200.0,200.0,200.0,200.0,200.0,50,2,10000.0,50,100.0,0.0,0.0,1620086400.0
509966,2021-05-04,3240.0,3250.0,3188.0,3191.25,3206.7901234567903,810,299,2597500.0,631,77.9,62.0,-48.75,1620086400.0
510245,2021-05-04,7.25,7.44,6.84,6.97,7.178545184069971,223176,343,1602079.0,164801,73.84,0.6000000000000005,-0.28000000000000025,1620086400.0
511012,2021-05-04,0.37,0.37,0.35,0.35,0.3548855266499764,27561,42,9781.0,27561,100.0,0.020000000000000018,-0.020000000000000018,1620086400.0
511034,2021-05-04,94.75,98.0,91.1,92.2,94.83924328276366,10942,341,1037731.0,4561,41.68,6.900000000000006,-2.549999999999997,1620086400.0
511066,2021-05-04,14.35,15.28,14.1,14.59,14.5117451464121,9323,94,135293.0,5911,63.4,1.1799999999999997,0.2400000000000002,1620086400.0
511072,2021-05-04,15.4,15.4,14.85,14.9,15.003001877826659,226858,860,3403551.0,133418,58.81,0.5500000000000007,-0.5,1620086400.0
511076,2021-05-04,20.05,20.3,19.45,20.25,20.122779103686025,3771,18,75883.0,471,12.49,0.8500000000000014,0.1999999999999993,1620086400.0
511108,2021-05-04,155.3,163.0,154.0,154.05,159.96646942800788,1521,108,243309.0,1095,71.99,9.0,-1.25,1620086400.0
511110,2021-05-04,3.49,3.49,3.49,3.49,3.49,1000,2,3490.0,1000,100.0,0.0,0.0,1620086400.0
511116,2021-05-04,0.29,0.29,0.27,0.28,0.2831391091463419,1511741,279,428033.0,1329991,87.98,0.019999999999999962,-0.009999999999999953,1620086400.0
511131,2021-05-04,4.3,4.87,4.3,4.87,4.50379020692481,9762,11,43966.0,9261,94.87,0.5700000000000003,0.5700000000000003,1620086400.0
511144,2021-05-04,4.23,4.23,4.0,4.02,4.077881619937695,321,15,1309.0,221,68.85,0.23000000000000043,-0.21000000000000085,1620086400.0
511147,2021-05-04,16.9,17.35,16.0,16.65,16.714543812104786,1107,28,18503.0,1092,98.64,1.3500000000000014,-0.25,1620086400.0
511153,2021-05-04,203.0,209.9,195.55,209.7,206.7188703465982,779,21,161034.0,779,100.0,14.349999999999994,6.699999999999989,1620086400.0
511176,2021-05-04,27.1,27.1,27.1,27.1,27.1,40,3,1084.0,40,100.0,0.0,0.0,1620086400.0
511187,2021-05-04,1.07,1.17,1.07,1.17,1.1227272727272728,440,5,494.0,440,100.0,0.09999999999999987,0.09999999999999987,1620086400.0
511196,2021-05-04,555.6,560.0,522.7,526.15,547.4519383040112,46097,1293,25235892.0,9554,20.73,37.299999999999955,-29.450000000000045,1620086400.0
511208,2021-05-04,4.75,4.96,4.75,4.85,4.874603545554702,29953,77,146009.0,22064,73.66,0.20999999999999996,0.09999999999999964,1620086400.0
511218,2021-05-04,1321.5,1348.8,1285.55,1291.35,1322.7739167047398,223254,7218,295314568.0,34881,15.62,63.25,-30.15000000000009,1620086400.0
511243,2021-05-04,565.8,573.1,544.2,549.25,558.7606393309646,87529,1489,48907760.0,10463,11.95,28.899999999999977,-16.549999999999955,1620086400.0
511333,2021-05-04,90.9,92.1,88.6,88.7,90.71571578578929,14285,393,1295874.0,6059,42.42,3.5,-2.200000000000003,1620086400.0
511355,2021-05-04,5.53,5.77,5.51,5.77,5.6092639954532535,3519,27,19739.0,3404,96.73,0.2599999999999998,0.23999999999999932,1620086400.0
511377,2021-05-04,5.37,5.47,5.37,5.47,5.381366459627329,805,4,4332.0,805,100.0,0.09999999999999964,0.09999999999999964,1620086400.0
511389,2021-05-04,3.97,4.0,3.83,3.9,3.9292672632472,234559,334,921645.0,234559,100.0,0.16999999999999993,-0.07000000000000028,1620086400.0
511391,2021-05-04,13.25,13.25,11.99,11.99,13.177777777777777,90,4,1186.0,90,100.0,1.2599999999999998,-1.2599999999999998,1620086400.0
511413,2021-05-04,78.15,78.15,78.15,78.15,78.11111111111111,9,1,703.0,9,100.0,0.0,0.0,1620086400.0
511431,2021-05-04,51.0,53.2,50.05,50.35,51.834881311001325,207475,1530,10754442.0,96091,46.31,3.1500000000000057,-0.6499999999999986,1620086400.0
511441,2021-05-04,5.1,5.1,5.1,5.1,5.09375,96,3,489.0,96,100.0,0.0,0.0,1620086400.0
511463,2021-05-04,16.5,17.5,16.1,16.3,16.59505248442054,42203,114,700361.0,27424,64.98,1.3999999999999986,-0.1999999999999993,1620086400.0
511473,2021-05-04,13.3,14.0,13.18,13.41,13.71006711409396,14155,96,194066.0,9358,66.11,0.8200000000000003,0.10999999999999943,1620086400.0
